id	type_k	base_id	paraphrase_id	scenario	is_adversarial	adversarial_subtype
Q0601_p1	5	Q0601	1	AC	0	
Q0601_p2	5	Q0601	2	AC	0	
Q0601_p3	5	Q0601	3	AC	0	
Q0601_p4	5	Q0601	4	AC	0	
Q0606	5	Q0606	0	AC	0	
Q0606_p1	5	Q0606	1	AC	0	
Q0606_p2	5	Q0606	2	AC	0	
Q0606_p3	5	Q0606	3	AC	0	
Q0606_p4	5	Q0606	4	AC	0	
Q0611	5	Q0611	0	AC	0	
Q0611_p1	5	Q0611	1	AC	0	
Q0611_p2	5	Q0611	2	AC	0	
Q0611_p3	5	Q0611	3	AC	0	
Q0611_p4	5	Q0611	4	AC	0	
Q0616	5	Q0616	0	AC	0	
Q0616_p1	5	Q0616	1	AC	0	
Q0616_p2	5	Q0616	2	AC	0	
Q0616_p3	5	Q0616	3	AC	0	
Q0616_p4	5	Q0616	4	AC	0	
Q1551	5	Q1551	0	AC	0	
Q1551_p1	5	Q1551	1	AC	0	
Q1551_p2	5	Q1551	2	AC	0	
Q1551_p3	5	Q1551	3	AC	0	
Q1551_p4	5	Q1551	4	AC	0	
Q1556	5	Q1556	0	AC	0	
Q1556_p1	5	Q1556	1	AC	0	
Q1556_p2	5	Q1556	2	AC	0	
Q1556_p3	5	Q1556	3	AC	0	
Q1556_p4	5	Q1556	4	AC	0	
Q0541	5	Q0541	0	CT	0	
Q0541_p1	5	Q0541	1	CT	0	
Q0541_p2	5	Q0541	2	CT	0	
Q0541_p3	5	Q0541	3	CT	0	
Q0541_p4	5	Q0541	4	CT	0	
Q0546	5	Q0546	0	CT	0	
Q0546_p1	5	Q0546	1	CT	0	
Q0546_p2	5	Q0546	2	CT	0	
Q0546_p3	5	Q0546	3	CT	0	
Q0546_p4	5	Q0546	4	CT	0	
Q0551	5	Q0551	0	CT	0	
Q0551_p1	5	Q0551	1	CT	0	
Q0551_p2	5	Q0551	2	CT	0	
Q0551_p3	5	Q0551	3	CT	0	
Q0551_p4	5	Q0551	4	CT	0	
Q0556	5	Q0556	0	CT	0	
Q0556_p1	5	Q0556	1	CT	0	
Q0556_p2	5	Q0556	2	CT	0	
Q0556_p3	5	Q0556	3	CT	0	
Q0556_p4	5	Q0556	4	CT	0	
Q0561	5	Q0561	0	CT	0	
Q0561_p1	5	Q0561	1	CT	0	
Q0561_p2	5	Q0561	2	CT	0	
Q0561_p3	5	Q0561	3	CT	0	
Q0561_p4	5	Q0561	4	CT	0	
Q0566	5	Q0566	0	CT	0	
Q0566_p1	5	Q0566	1	CT	0	
Q0566_p2	5	Q0566	2	CT	0	
Q0566_p3	5	Q0566	3	CT	0	
Q0566_p4	5	Q0566	4	CT	0	
Q0571	5	Q0571	0	CT	0	
Q0571_p1	5	Q0571	1	CT	0	
Q0571_p2	5	Q0571	2	CT	0	
Q0571_p3	5	Q0571	3	CT	0	
Q0571_p4	5	Q0571	4	CT	0	
Q0576	5	Q0576	0	CT	0	
Q0576_p1	5	Q0576	1	CT	0	
Q0576_p2	5	Q0576	2	CT	0	
Q0576_p3	5	Q0576	3	CT	0	
Q0576_p4	5	Q0576	4	CT	0	
Q1391	5	Q1391	0	CT	0	
Q1391_p1	5	Q1391	1	CT	0	
Q1391_p2	5	Q1391	2	CT	0	
Q1391_p3	5	Q1391	3	CT	0	
Q1391_p4	5	Q1391	4	CT	0	
Q1561	5	Q1561	0	CT	0	
Q1561_p1	5	Q1561	1	CT	0	
Q1561_p2	5	Q1561	2	CT	0	
Q1561_p3	5	Q1561	3	CT	0	
Q1561_p4	5	Q1561	4	CT	0	
Q0621	5	Q0621	0	EV	0	
Q0621_p1	5	Q0621	1	EV	0	
Q0621_p2	5	Q0621	2	EV	0	
Q0621_p3	5	Q0621	3	EV	0	
Q0621_p4	5	Q0621	4	EV	0	
Q0626	5	Q0626	0	EV	0	
Q0626_p1	5	Q0626	1	EV	0	
Q0626_p2	5	Q0626	2	EV	0	
Q0626_p3	5	Q0626	3	EV	0	
Q0626_p4	5	Q0626	4	EV	0	
Q0631	5	Q0631	0	EV	0	
Q0631_p1	5	Q0631	1	EV	0	
Q0631_p2	5	Q0631	2	EV	0	
Q0631_p3	5	Q0631	3	EV	0	
Q0631_p4	5	Q0631	4	EV	0	
Q0636	5	Q0636	0	EV	0	
Q0636_p1	5	Q0636	1	EV	0	
Q0636_p2	5	Q0636	2	EV	0	
Q0636_p3	5	Q0636	3	EV	0	
Q0636_p4	5	Q0636	4	EV	0	
Q0641	5	Q0641	0	EV	0	
Q0641_p1	5	Q0641	1	EV	0	
Q0641_p2	5	Q0641	2	EV	0	
Q0641_p3	5	Q0641	3	EV	0	
Q0641_p4	5	Q0641	4	EV	0	
Q0646	5	Q0646	0	EV	0	
Q0646_p1	5	Q0646	1	EV	0	
Q0646_p2	5	Q0646	2	EV	0	
Q0646_p3	5	Q0646	3	EV	0	
Q0646_p4	5	Q0646	4	EV	0	
Q0651	5	Q0651	0	EV	0	
Q0651_p1	5	Q0651	1	EV	0	
Q0651_p2	5	Q0651	2	EV	0	
Q0651_p3	5	Q0651	3	EV	0	
Q0651_p4	5	Q0651	4	EV	0	
Q0656	5	Q0656	0	EV	0	
Q0656_p1	5	Q0656	1	EV	0	
Q0656_p2	5	Q0656	2	EV	0	
Q0656_p3	5	Q0656	3	EV	0	
Q0656_p4	5	Q0656	4	EV	0	
Q1566	5	Q1566	0	EV	0	
Q1566_p1	5	Q1566	1	EV	0	
Q1566_p2	5	Q1566	2	EV	0	
Q1566_p3	5	Q1566	3	EV	0	
Q1566_p4	5	Q1566	4	EV	0	
Q1571	5	Q1571	0	EV	0	
Q1571_p1	5	Q1571	1	EV	0	
Q1571_p2	5	Q1571	2	EV	0	
Q1571_p3	5	Q1571	3	EV	0	
Q1571_p4	5	Q1571	4	EV	0	
Q1051	12	Q1051	0	EV	0	
Q1051_p1	12	Q1051	1	EV	0	
Q1051_p2	12	Q1051	2	EV	0	
Q1051_p3	12	Q1051	3	EV	0	
Q1051_p4	12	Q1051	4	EV	0	
Q1056	12	Q1056	0	EV	0	
Q1056_p1	12	Q1056	1	EV	0	
Q1056_p2	12	Q1056	2	EV	0	
Q1056_p3	12	Q1056	3	EV	0	
Q1056_p4	12	Q1056	4	EV	0	
Q1061	12	Q1061	0	EV	0	
Q1061_p1	12	Q1061	1	EV	0	
Q1061_p2	12	Q1061	2	EV	0	
Q1061_p3	12	Q1061	3	EV	0	
Q1061_p4	12	Q1061	4	EV	0	
Q1066	12	Q1066	0	EV	0	
Q1066_p1	12	Q1066	1	EV	0	
Q1066_p2	12	Q1066	2	EV	0	
Q1066_p3	12	Q1066	3	EV	0	
Q1066_p4	12	Q1066	4	EV	0	
Q1071	12	Q1071	0	EV	0	
Q1071_p1	12	Q1071	1	EV	0	
Q1071_p2	12	Q1071	2	EV	0	
Q1071_p3	12	Q1071	3	EV	0	
Q1071_p4	12	Q1071	4	EV	0	
Q1076	12	Q1076	0	EV	0	
Q1076_p1	12	Q1076	1	EV	0	
Q1076_p2	12	Q1076	2	EV	0	
Q1076_p3	12	Q1076	3	EV	0	
Q1076_p4	12	Q1076	4	EV	0	
Q1081	12	Q1081	0	EV	0	
Q1081_p1	12	Q1081	1	EV	0	
Q1081_p2	12	Q1081	2	EV	0	
Q1081_p3	12	Q1081	3	EV	0	
Q1081_p4	12	Q1081	4	EV	0	
Q1086	12	Q1086	0	EV	0	
Q1086_p1	12	Q1086	1	EV	0	
Q1086_p2	12	Q1086	2	EV	0	
Q1086_p3	12	Q1086	3	EV	0	
Q1086_p4	12	Q1086	4	EV	0	
Q1091	12	Q1091	0	EV	0	
Q1091_p1	12	Q1091	1	EV	0	
Q1091_p2	12	Q1091	2	EV	0	
Q1091_p3	12	Q1091	3	EV	0	
Q1091_p4	12	Q1091	4	EV	0	
Q1096	12	Q1096	0	EV	0	
Q1096_p1	12	Q1096	1	EV	0	
Q1096_p2	12	Q1096	2	EV	0	
Q1096_p3	12	Q1096	3	EV	0	
Q1096_p4	12	Q1096	4	EV	0	
Q1101	12	Q1101	0	EV	0	
Q1101_p1	12	Q1101	1	EV	0	
Q1101_p2	12	Q1101	2	EV	0	
Q1101_p3	12	Q1101	3	EV	0	
Q1101_p4	12	Q1101	4	EV	0	
Q1106	12	Q1106	0	EV	0	
Q1106_p1	12	Q1106	1	EV	0	
Q1106_p2	12	Q1106	2	EV	0	
Q1106_p3	12	Q1106	3	EV	0	
Q1106_p4	12	Q1106	4	EV	0	
Q1111	12	Q1111	0	EV	0	
Q1111_p1	12	Q1111	1	EV	0	
Q1111_p2	12	Q1111	2	EV	0	
Q1111_p3	12	Q1111	3	EV	0	
Q1111_p4	12	Q1111	4	EV	0	
Q1116	12	Q1116	0	EV	0	
Q1116_p1	12	Q1116	1	EV	0	
Q1116_p2	12	Q1116	2	EV	0	
Q1116_p3	12	Q1116	3	EV	0	
Q1116_p4	12	Q1116	4	EV	0	
Q1121	12	Q1121	0	EV	0	
Q1121_p1	12	Q1121	1	EV	0	
Q1121_p2	12	Q1121	2	EV	0	
Q1121_p3	12	Q1121	3	EV	0	
Q1121_p4	12	Q1121	4	EV	0	
Q1126	12	Q1126	0	EV	0	
Q1126_p1	12	Q1126	1	EV	0	
Q1126_p2	12	Q1126	2	EV	0	
Q1126_p3	12	Q1126	3	EV	0	
Q1126_p4	12	Q1126	4	EV	0	
Q1131	12	Q1131	0	EV	0	
Q1131_p1	12	Q1131	1	EV	0	
Q1131_p2	12	Q1131	2	EV	0	
Q1131_p3	12	Q1131	3	EV	0	
Q1131_p4	12	Q1131	4	EV	0	
Q1136	12	Q1136	0	EV	0	
Q1136_p1	12	Q1136	1	EV	0	
Q1136_p2	12	Q1136	2	EV	0	
Q1136_p3	12	Q1136	3	EV	0	
Q1136_p4	12	Q1136	4	EV	0	
Q1141	12	Q1141	0	EV	0	
Q1141_p1	12	Q1141	1	EV	0	
Q1141_p2	12	Q1141	2	EV	0	
Q1141_p3	12	Q1141	3	EV	0	
Q1141_p4	12	Q1141	4	EV	0	
Q1146	12	Q1146	0	EV	0	
Q1146_p1	12	Q1146	1	EV	0	
Q1146_p2	12	Q1146	2	EV	0	
Q1146_p3	12	Q1146	3	EV	0	
Q1146_p4	12	Q1146	4	EV	0	
Q1396	12	Q1396	0	EV	0	
Q1396_p1	12	Q1396	1	EV	0	
Q1396_p2	12	Q1396	2	EV	0	
Q1396_p3	12	Q1396	3	EV	0	
Q1396_p4	12	Q1396	4	EV	0	
Q1576	12	Q1576	0	EV	0	
Q1576_p1	12	Q1576	1	EV	0	
Q1576_p2	12	Q1576	2	EV	0	
Q1576_p3	12	Q1576	3	EV	0	
Q1576_p4	12	Q1576	4	EV	0	
Q1581	12	Q1581	0	EV	0	
Q1581_p1	12	Q1581	1	EV	0	
Q1581_p2	12	Q1581	2	EV	0	
Q1581_p3	12	Q1581	3	EV	0	
Q1581_p4	12	Q1581	4	EV	0	
Q1586	12	Q1586	0	EV	0	
Q1586_p1	12	Q1586	1	EV	0	
Q1586_p2	12	Q1586	2	EV	0	
Q1586_p3	12	Q1586	3	EV	0	
Q1586_p4	12	Q1586	4	EV	0	
Q1591	12	Q1591	0	EV	0	
Q1591_p1	12	Q1591	1	EV	0	
Q1591_p2	12	Q1591	2	EV	0	
Q1591_p3	12	Q1591	3	EV	0	
Q1591_p4	12	Q1591	4	EV	0	
Q1596	12	Q1596	0	EV	0	
Q1596_p1	12	Q1596	1	EV	0	
Q1596_p2	12	Q1596	2	EV	0	
Q1596_p3	12	Q1596	3	EV	0	
Q1596_p4	12	Q1596	4	EV	0	
Q1601	12	Q1601	0	EV	0	
Q1601_p1	12	Q1601	1	EV	0	
Q1601_p2	12	Q1601	2	EV	0	
Q1601_p3	12	Q1601	3	EV	0	
Q1601_p4	12	Q1601	4	EV	0	
Q1606	12	Q1606	0	EV	0	
Q1606_p1	12	Q1606	1	EV	0	
Q1606_p2	12	Q1606	2	EV	0	
Q1606_p3	12	Q1606	3	EV	0	
Q1606_p4	12	Q1606	4	EV	0	
Q1611	12	Q1611	0	EV	0	
Q1611_p1	12	Q1611	1	EV	0	
Q1611_p2	12	Q1611	2	EV	0	
Q1611_p3	12	Q1611	3	EV	0	
Q1611_p4	12	Q1611	4	EV	0	
Q1616	12	Q1616	0	EV	0	
Q1616_p1	12	Q1616	1	EV	0	
Q1616_p2	12	Q1616	2	EV	0	
Q1616_p3	12	Q1616	3	EV	0	
Q1616_p4	12	Q1616	4	EV	0	
Q1271	15	Q1271	0	EV	0	
Q1271_p1	15	Q1271	1	EV	0	
Q1271_p2	15	Q1271	2	EV	0	
Q1271_p3	15	Q1271	3	EV	0	
Q1271_p4	15	Q1271	4	EV	0	
Q1276	15	Q1276	0	EV	0	
Q1276_p1	15	Q1276	1	EV	0	
Q1276_p2	15	Q1276	2	EV	0	
Q1276_p3	15	Q1276	3	EV	0	
Q1276_p4	15	Q1276	4	EV	0	
Q1281	15	Q1281	0	EV	0	
Q1281_p1	15	Q1281	1	EV	0	
Q1281_p2	15	Q1281	2	EV	0	
Q1281_p3	15	Q1281	3	EV	0	
Q1281_p4	15	Q1281	4	EV	0	
Q1286	15	Q1286	0	EV	0	
Q1286_p1	15	Q1286	1	EV	0	
Q1286_p2	15	Q1286	2	EV	0	
Q1286_p3	15	Q1286	3	EV	0	
Q1286_p4	15	Q1286	4	EV	0	
Q1291	15	Q1291	0	EV	0	
Q1291_p1	15	Q1291	1	EV	0	
Q1291_p2	15	Q1291	2	EV	0	
Q1291_p3	15	Q1291	3	EV	0	
Q1291_p4	15	Q1291	4	EV	0	
Q1296	15	Q1296	0	EV	0	
Q1296_p1	15	Q1296	1	EV	0	
Q1296_p2	15	Q1296	2	EV	0	
Q1296_p3	15	Q1296	3	EV	0	
Q1296_p4	15	Q1296	4	EV	0	
Q1301	15	Q1301	0	EV	0	
Q1301_p1	15	Q1301	1	EV	0	
Q1301_p2	15	Q1301	2	EV	0	
Q1301_p3	15	Q1301	3	EV	0	
Q1301_p4	15	Q1301	4	EV	0	
Q1306	15	Q1306	0	EV	0	
Q1306_p1	15	Q1306	1	EV	0	
Q1306_p2	15	Q1306	2	EV	0	
Q1306_p3	15	Q1306	3	EV	0	
Q1306_p4	15	Q1306	4	EV	0	
Q1311	15	Q1311	0	EV	0	
Q1311_p1	15	Q1311	1	EV	0	
Q1311_p2	15	Q1311	2	EV	0	
Q1311_p3	15	Q1311	3	EV	0	
Q1311_p4	15	Q1311	4	EV	0	
Q1316	15	Q1316	0	EV	0	
Q1316_p1	15	Q1316	1	EV	0	
Q1316_p2	15	Q1316	2	EV	0	
Q1316_p3	15	Q1316	3	EV	0	
Q1316_p4	15	Q1316	4	EV	0	
Q1321	15	Q1321	0	EV	0	
Q1321_p1	15	Q1321	1	EV	0	
Q1321_p2	15	Q1321	2	EV	0	
Q1321_p3	15	Q1321	3	EV	0	
Q1321_p4	15	Q1321	4	EV	0	
Q1326	15	Q1326	0	EV	0	
Q1326_p1	15	Q1326	1	EV	0	
Q1326_p2	15	Q1326	2	EV	0	
Q1326_p3	15	Q1326	3	EV	0	
Q1326_p4	15	Q1326	4	EV	0	
Q1331	15	Q1331	0	EV	0	
Q1331_p1	15	Q1331	1	EV	0	
Q1331_p2	15	Q1331	2	EV	0	
Q1331_p3	15	Q1331	3	EV	0	
Q1331_p4	15	Q1331	4	EV	0	
Q1336	15	Q1336	0	EV	0	
Q1336_p1	15	Q1336	1	EV	0	
Q1336_p2	15	Q1336	2	EV	0	
Q1336_p3	15	Q1336	3	EV	0	
Q1336_p4	15	Q1336	4	EV	0	
Q1341	15	Q1341	0	EV	0	
Q1341_p1	15	Q1341	1	EV	0	
Q1341_p2	15	Q1341	2	EV	0	
Q1341_p3	15	Q1341	3	EV	0	
Q1341_p4	15	Q1341	4	EV	0	
Q1346	15	Q1346	0	EV	0	
Q1346_p1	15	Q1346	1	EV	0	
Q1346_p2	15	Q1346	2	EV	0	
Q1346_p3	15	Q1346	3	EV	0	
Q1346_p4	15	Q1346	4	EV	0	
Q1351	15	Q1351	0	EV	0	
Q1351_p1	15	Q1351	1	EV	0	
Q1351_p2	15	Q1351	2	EV	0	
Q1351_p3	15	Q1351	3	EV	0	
Q1351_p4	15	Q1351	4	EV	0	
Q1356	15	Q1356	0	EV	0	
Q1356_p1	15	Q1356	1	EV	0	
Q1356_p2	15	Q1356	2	EV	0	
Q1356_p3	15	Q1356	3	EV	0	
Q1356_p4	15	Q1356	4	EV	0	
Q1361	15	Q1361	0	EV	0	
Q1361_p1	15	Q1361	1	EV	0	
Q1361_p2	15	Q1361	2	EV	0	
Q1361_p3	15	Q1361	3	EV	0	
Q1361_p4	15	Q1361	4	EV	0	
Q1366	15	Q1366	0	EV	0	
Q1366_p1	15	Q1366	1	EV	0	
Q1366_p2	15	Q1366	2	EV	0	
Q1366_p3	15	Q1366	3	EV	0	
Q1366_p4	15	Q1366	4	EV	0	
Q1621	15	Q1621	0	EV	0	
Q1621_p1	15	Q1621	1	EV	0	
Q1621_p2	15	Q1621	2	EV	0	
Q1621_p3	15	Q1621	3	EV	0	
Q1621_p4	15	Q1621	4	EV	0	
Q1626	15	Q1626	0	EV	0	
Q1626_p1	15	Q1626	1	EV	0	
Q1626_p2	15	Q1626	2	EV	0	
Q1626_p3	15	Q1626	3	EV	0	
Q1626_p4	15	Q1626	4	EV	0	
Q1631	15	Q1631	0	EV	0	
Q1631_p1	15	Q1631	1	EV	0	
Q1631_p2	15	Q1631	2	EV	0	
Q1631_p3	15	Q1631	3	EV	0	
Q1631_p4	15	Q1631	4	EV	0	
Q1636	15	Q1636	0	EV	0	
Q1636_p1	15	Q1636	1	EV	0	
Q1636_p2	15	Q1636	2	EV	0	
Q1636_p3	15	Q1636	3	EV	0	
Q1636_p4	15	Q1636	4	EV	0	
Q1641	15	Q1641	0	EV	0	
Q1641_p1	15	Q1641	1	EV	0	
Q1641_p2	15	Q1641	2	EV	0	
Q1641_p3	15	Q1641	3	EV	0	
Q1641_p4	15	Q1641	4	EV	0	
Q1646	15	Q1646	0	EV	0	
Q1646_p1	15	Q1646	1	EV	0	
Q1646_p2	15	Q1646	2	EV	0	
Q1646_p3	15	Q1646	3	EV	0	
Q1646_p4	15	Q1646	4	EV	0	
Q1651	15	Q1651	0	EV	0	
Q1651_p1	15	Q1651	1	EV	0	
Q1651_p2	15	Q1651	2	EV	0	
Q1651_p3	15	Q1651	3	EV	0	
Q1651_p4	15	Q1651	4	EV	0	
Q1656	15	Q1656	0	EV	0	
Q1656_p1	15	Q1656	1	EV	0	
Q1656_p2	15	Q1656	2	EV	0	
Q1656_p3	15	Q1656	3	EV	0	
Q1656_p4	15	Q1656	4	EV	0	
Q1661	15	Q1661	0	EV	0	
Q1661_p1	15	Q1661	1	EV	0	
Q1661_p2	15	Q1661	2	EV	0	
Q1661_p3	15	Q1661	3	EV	0	
Q1661_p4	15	Q1661	4	EV	0	
Q1666	15	Q1666	0	EV	0	
Q1666_p1	15	Q1666	1	EV	0	
Q1666_p2	15	Q1666	2	EV	0	
Q1666_p3	15	Q1666	3	EV	0	
Q1666_p4	15	Q1666	4	EV	0	
Q1191	26	Q1191	0	AC	0	
Q1191_p1	26	Q1191	1	AC	0	
Q1191_p2	26	Q1191	2	AC	0	
Q1191_p3	26	Q1191	3	AC	0	
Q1191_p4	26	Q1191	4	AC	0	
Q1196	26	Q1196	0	AC	0	
Q1196_p1	26	Q1196	1	AC	0	
Q1196_p2	26	Q1196	2	AC	0	
Q1196_p3	26	Q1196	3	AC	0	
Q1196_p4	26	Q1196	4	AC	0	
Q1201	26	Q1201	0	AC	0	
Q1201_p1	26	Q1201	1	AC	0	
Q1201_p2	26	Q1201	2	AC	0	
Q1201_p3	26	Q1201	3	AC	0	
Q1201_p4	26	Q1201	4	AC	0	
Q1206	26	Q1206	0	AC	0	
Q1206_p1	26	Q1206	1	AC	0	
Q1206_p2	26	Q1206	2	AC	0	
Q1206_p3	26	Q1206	3	AC	0	
Q1206_p4	26	Q1206	4	AC	0	
Q1211	26	Q1211	0	AC	0	
Q1211_p1	26	Q1211	1	AC	0	
Q1211_p2	26	Q1211	2	AC	0	
Q1211_p3	26	Q1211	3	AC	0	
Q1211_p4	26	Q1211	4	AC	0	
Q1216	26	Q1216	0	AC	0	
Q1216_p1	26	Q1216	1	AC	0	
Q1216_p2	26	Q1216	2	AC	0	
Q1216_p3	26	Q1216	3	AC	0	
Q1216_p4	26	Q1216	4	AC	0	
Q1221	26	Q1221	0	AC	0	
Q1221_p1	26	Q1221	1	AC	0	
Q1221_p2	26	Q1221	2	AC	0	
Q1221_p3	26	Q1221	3	AC	0	
Q1221_p4	26	Q1221	4	AC	0	
Q1226	26	Q1226	0	AC	0	
Q1226_p1	26	Q1226	1	AC	0	
Q1226_p2	26	Q1226	2	AC	0	
Q1226_p3	26	Q1226	3	AC	0	
Q1226_p4	26	Q1226	4	AC	0	
Q1671	26	Q1671	0	AC	0	
Q1671_p1	26	Q1671	1	AC	0	
Q1671_p2	26	Q1671	2	AC	0	
Q1671_p3	26	Q1671	3	AC	0	
Q1671_p4	26	Q1671	4	AC	0	
Q1676	26	Q1676	0	AC	0	
Q1676_p1	26	Q1676	1	AC	0	
Q1676_p2	26	Q1676	2	AC	0	
Q1676_p3	26	Q1676	3	AC	0	
Q1676_p4	26	Q1676	4	AC	0	
Q1151	26	Q1151	0	CT	0	
Q1151_p1	26	Q1151	1	CT	0	
Q1151_p2	26	Q1151	2	CT	0	
Q1151_p3	26	Q1151	3	CT	0	
Q1151_p4	26	Q1151	4	CT	0	
Q1156	26	Q1156	0	CT	0	
Q1156_p1	26	Q1156	1	CT	0	
Q1156_p2	26	Q1156	2	CT	0	
Q1156_p3	26	Q1156	3	CT	0	
Q1156_p4	26	Q1156	4	CT	0	
Q1161	26	Q1161	0	CT	0	
Q1161_p1	26	Q1161	1	CT	0	
Q1161_p2	26	Q1161	2	CT	0	
Q1161_p3	26	Q1161	3	CT	0	
Q1161_p4	26	Q1161	4	CT	0	
Q1166	26	Q1166	0	CT	0	
Q1166_p1	26	Q1166	1	CT	0	
Q1166_p2	26	Q1166	2	CT	0	
Q1166_p3	26	Q1166	3	CT	0	
Q1166_p4	26	Q1166	4	CT	0	
Q1171	26	Q1171	0	CT	0	
Q1171_p1	26	Q1171	1	CT	0	
Q1171_p2	26	Q1171	2	CT	0	
Q1171_p3	26	Q1171	3	CT	0	
Q1171_p4	26	Q1171	4	CT	0	
Q1176	26	Q1176	0	CT	0	
Q1176_p1	26	Q1176	1	CT	0	
Q1176_p2	26	Q1176	2	CT	0	
Q1176_p3	26	Q1176	3	CT	0	
Q1176_p4	26	Q1176	4	CT	0	
Q1181	26	Q1181	0	CT	0	
Q1181_p1	26	Q1181	1	CT	0	
Q1181_p2	26	Q1181	2	CT	0	
Q1181_p3	26	Q1181	3	CT	0	
Q1181_p4	26	Q1181	4	CT	0	
Q1186	26	Q1186	0	CT	0	
Q1186_p1	26	Q1186	1	CT	0	
Q1186_p2	26	Q1186	2	CT	0	
Q1186_p3	26	Q1186	3	CT	0	
Q1186_p4	26	Q1186	4	CT	0	
Q1681	26	Q1681	0	CT	0	
Q1681_p1	26	Q1681	1	CT	0	
Q1681_p2	26	Q1681	2	CT	0	
Q1681_p3	26	Q1681	3	CT	0	
Q1681_p4	26	Q1681	4	CT	0	
Q1686	26	Q1686	0	CT	0	
Q1686_p1	26	Q1686	1	CT	0	
Q1686_p2	26	Q1686	2	CT	0	
Q1686_p3	26	Q1686	3	CT	0	
Q1686_p4	26	Q1686	4	CT	0	
Q1231	26	Q1231	0	EV	0	
Q1231_p1	26	Q1231	1	EV	0	
Q1231_p2	26	Q1231	2	EV	0	
Q1231_p3	26	Q1231	3	EV	0	
Q1231_p4	26	Q1231	4	EV	0	
Q1236	26	Q1236	0	EV	0	
Q1236_p1	26	Q1236	1	EV	0	
Q1236_p2	26	Q1236	2	EV	0	
Q1236_p3	26	Q1236	3	EV	0	
Q1236_p4	26	Q1236	4	EV	0	
Q1241	26	Q1241	0	EV	0	
Q1241_p1	26	Q1241	1	EV	0	
Q1241_p2	26	Q1241	2	EV	0	
Q1241_p3	26	Q1241	3	EV	0	
Q1241_p4	26	Q1241	4	EV	0	
Q1246	26	Q1246	0	EV	0	
Q1246_p1	26	Q1246	1	EV	0	
Q1246_p2	26	Q1246	2	EV	0	
Q1246_p3	26	Q1246	3	EV	0	
Q1246_p4	26	Q1246	4	EV	0	
Q1251	26	Q1251	0	EV	0	
Q1251_p1	26	Q1251	1	EV	0	
Q1251_p2	26	Q1251	2	EV	0	
Q1251_p3	26	Q1251	3	EV	0	
Q1251_p4	26	Q1251	4	EV	0	
Q1256	26	Q1256	0	EV	0	
Q1256_p1	26	Q1256	1	EV	0	
Q1256_p2	26	Q1256	2	EV	0	
Q1256_p3	26	Q1256	3	EV	0	
Q1256_p4	26	Q1256	4	EV	0	
Q1261	26	Q1261	0	EV	0	
Q1261_p1	26	Q1261	1	EV	0	
Q1261_p2	26	Q1261	2	EV	0	
Q1261_p3	26	Q1261	3	EV	0	
Q1261_p4	26	Q1261	4	EV	0	
Q1266	26	Q1266	0	EV	0	
Q1266_p1	26	Q1266	1	EV	0	
Q1266_p2	26	Q1266	2	EV	0	
Q1266_p3	26	Q1266	3	EV	0	
Q1266_p4	26	Q1266	4	EV	0	
Q1691	26	Q1691	0	EV	0	
Q1691_p1	26	Q1691	1	EV	0	
Q1691_p2	26	Q1691	2	EV	0	
Q1691_p3	26	Q1691	3	EV	0	
Q1691_p4	26	Q1691	4	EV	0	
Q1696	26	Q1696	0	EV	0	
Q1696_p1	26	Q1696	1	EV	0	
Q1696_p2	26	Q1696	2	EV	0	
Q1696_p3	26	Q1696	3	EV	0	
Q1696_p4	26	Q1696	4	EV	0	
