id	query
Q0371_p3	What is the reason behind this: At epoch 7 after the accident, why was request 7 added to a carpool?
Q0371_p4	Could you clarify the dispatch rationale here: At epoch 7 after the accident, why was request 7 added to a carpool?
Q0376	Why did the system avoid carpooling request 8 at epoch 8 after the crash?
Q0376_p1	Can you explain this dispatch decision: Why did the system avoid carpooling request 8 at epoch 8 after the crash?
Q0376_p2	In operational terms, why did the system avoid carpooling request 8 at epoch 8 after the crash?
Q0376_p3	What is the reason behind this: Why did the system avoid carpooling request 8 at epoch 8 after the crash?
Q0376_p4	Could you clarify the dispatch rationale here: Why did the system avoid carpooling request 8 at epoch 8 after the crash?
Q1411	After the crash at epoch 9, why was it carpooled?
Q1411_p1	Can you explain this dispatch decision: After the crash at epoch 9, why was it carpooled?
Q1411_p2	In operational terms, after the crash at epoch 9, why was it carpooled?
Q1411_p3	What is the reason behind this: After the crash at epoch 9, why was it carpooled?
Q1411_p4	Could you clarify the dispatch rationale here: After the crash at epoch 9, why was it carpooled?
Q1501	After the accident, why wasn't request 10 added to a carpool at epoch 10?
Q1501_p1	Can you explain this dispatch decision: After the accident, why wasn't request 10 added to a carpool at epoch 10?
Q1501_p2	In operational terms, after the accident, why wasn't request 10 added to a carpool at epoch 10?
Q1501_p3	What is the reason behind this: After the accident, why wasn't request 10 added to a carpool at epoch 10?
Q1501_p4	Could you clarify the dispatch rationale here: After the accident, why wasn't request 10 added to a carpool at epoch 10?
Q0301	At epoch 1, why did the dispatcher avoid carpooling for request 1?
Q0301_p1	Can you explain this dispatch decision: At epoch 1, why did the dispatcher avoid carpooling for request 1?
Q0301_p2	In operational terms, at epoch 1, why did the dispatcher avoid carpooling for request 1?
Q0301_p3	What is the reason behind this: At epoch 1, why did the dispatcher avoid carpooling for request 1?
Q0301_p4	Could you clarify the dispatch rationale here: At epoch 1, why did the dispatcher avoid carpooling for request 1?
Q0306	At epoch 2, why was request 2 assigned to carpool?
Q0306_p1	Can you explain this dispatch decision: At epoch 2, why was request 2 assigned to carpool?
Q0306_p2	In operational terms, at epoch 2, why was request 2 assigned to carpool?
Q0306_p3	What is the reason behind this: At epoch 2, why was request 2 assigned to carpool?
Q0306_p4	Could you clarify the dispatch rationale here: At epoch 2, why was request 2 assigned to carpool?
Q0311	Why did the system avoid pooling request 3 at epoch 3?
Q0311_p1	Can you explain this dispatch decision: Why did the system avoid pooling request 3 at epoch 3?
Q0311_p2	In operational terms, why did the system avoid pooling request 3 at epoch 3?
Q0311_p3	What is the reason behind this: Why did the system avoid pooling request 3 at epoch 3?
Q0311_p4	Could you clarify the dispatch rationale here: Why did the system avoid pooling request 3 at epoch 3?
Q0316	At epoch 4, why was carpooling started for request 4?
Q0316_p1	Can you explain this dispatch decision: At epoch 4, why was carpooling started for request 4?
Q0316_p2	In operational terms, at epoch 4, why was carpooling started for request 4?
Q0316_p3	What is the reason behind this: At epoch 4, why was carpooling started for request 4?
Q0316_p4	Could you clarify the dispatch rationale here: At epoch 4, why was carpooling started for request 4?
Q0321	At epoch 5, why did the dispatcher avoid carpooling request 5?
Q0321_p1	Can you explain this dispatch decision: At epoch 5, why did the dispatcher avoid carpooling request 5?
Q0321_p2	In operational terms, at epoch 5, why did the dispatcher avoid carpooling request 5?
Q0321_p3	What is the reason behind this: At epoch 5, why did the dispatcher avoid carpooling request 5?
Q0321_p4	Could you clarify the dispatch rationale here: At epoch 5, why did the dispatcher avoid carpooling request 5?
Q0326	At epoch 6, why was request 6 put into a carpool?
Q0326_p1	Can you explain this dispatch decision: At epoch 6, why was request 6 put into a carpool?
Q0326_p2	In operational terms, at epoch 6, why was request 6 put into a carpool?
Q0326_p3	What is the reason behind this: At epoch 6, why was request 6 put into a carpool?
Q0326_p4	Could you clarify the dispatch rationale here: At epoch 6, why was request 6 put into a carpool?
Q0331	Why did the dispatcher not pool request 7 at epoch 7?
Q0331_p1	Can you explain this dispatch decision: Why did the dispatcher not pool request 7 at epoch 7?
Q0331_p2	In operational terms, why did the dispatcher not pool request 7 at epoch 7?
Q0331_p3	What is the reason behind this: Why did the dispatcher not pool request 7 at epoch 7?
Q0331_p4	Could you clarify the dispatch rationale here: Why did the dispatcher not pool request 7 at epoch 7?
Q0336	At epoch 8, why was request 8 carpooled?
Q0336_p1	Can you explain this dispatch decision: At epoch 8, why was request 8 carpooled?
Q0336_p2	In operational terms, at epoch 8, why was request 8 carpooled?
Q0336_p3	What is the reason behind this: At epoch 8, why was request 8 carpooled?
Q0336_p4	Could you clarify the dispatch rationale here: At epoch 8, why was request 8 carpooled?
Q1506	At epoch 9, why was request 9 added to a carpool?
Q1506_p1	Can you explain this dispatch decision: At epoch 9, why was request 9 added to a carpool?
Q1506_p2	In operational terms, at epoch 9, why was request 9 added to a carpool?
Q1506_p3	What is the reason behind this: At epoch 9, why was request 9 added to a carpool?
Q1506_p4	Could you clarify the dispatch rationale here: At epoch 9, why was request 9 added to a carpool?
Q1511	At epoch 10, why wasn't request 10 placed into a carpool?
Q1511_p1	Can you explain this dispatch decision: At epoch 10, why wasn't request 10 placed into a carpool?
Q1511_p2	In operational terms, at epoch 10, why wasn't request 10 placed into a carpool?
Q1511_p3	What is the reason behind this: At epoch 10, why wasn't request 10 placed into a carpool?
Q1511_p4	Could you clarify the dispatch rationale here: At epoch 10, why wasn't request 10 placed into a carpool?
Q0381	During the event, why was carpooling started for request 4 at epoch 4?
Q0381_p1	Can you explain this dispatch decision: During the event, why was carpooling started for request 4 at epoch 4?
Q0381_p2	In operational terms, during the event, why was carpooling started for request 4 at epoch 4?
Q0381_p3	What is the reason behind this: During the event, why was carpooling started for request 4 at epoch 4?
Q0381_p4	Could you clarify the dispatch rationale here: During the event, why was carpooling started for request 4 at epoch 4?
Q0386	Why did the system avoid pooling request 5 at epoch 5 during the concert?
Q0386_p1	Can you explain this dispatch decision: Why did the system avoid pooling request 5 at epoch 5 during the concert?
Q0386_p2	In operational terms, why did the system avoid pooling request 5 at epoch 5 during the concert?
Q0386_p3	What is the reason behind this: Why did the system avoid pooling request 5 at epoch 5 during the concert?
Q0386_p4	Could you clarify the dispatch rationale here: Why did the system avoid pooling request 5 at epoch 5 during the concert?
Q0391	At epoch 6 during the stadium event, why was request 6 carpooled?
Q0391_p1	Can you explain this dispatch decision: At epoch 6 during the stadium event, why was request 6 carpooled?
Q0391_p2	In operational terms, at epoch 6 during the stadium event, why was request 6 carpooled?
Q0391_p3	What is the reason behind this: At epoch 6 during the stadium event, why was request 6 carpooled?
Q0391_p4	Could you clarify the dispatch rationale here: At epoch 6 during the stadium event, why was request 6 carpooled?
Q0396	Why was request 4 not pooled at epoch 4 during the event?
Q0396_p1	Can you explain this dispatch decision: Why was request 4 not pooled at epoch 4 during the event?
Q0396_p2	In operational terms, why was request 4 not pooled at epoch 4 during the event?
Q0396_p3	What is the reason behind this: Why was request 4 not pooled at epoch 4 during the event?
Q0396_p4	Could you clarify the dispatch rationale here: Why was request 4 not pooled at epoch 4 during the event?
Q0401	Why was carpooling started for request 5 at epoch 5 given the event congestion?
Q0401_p1	Can you explain this dispatch decision: Why was carpooling started for request 5 at epoch 5 given the event congestion?
Q0401_p2	In operational terms, why was carpooling started for request 5 at epoch 5 given the event congestion?
Q0401_p3	What is the reason behind this: Why was carpooling started for request 5 at epoch 5 given the event congestion?
Q0401_p4	Could you clarify the dispatch rationale here: Why was carpooling started for request 5 at epoch 5 given the event congestion?
Q0406	During the event, why wasn't request 6 carpooled at epoch 6?
Q0406_p1	Can you explain this dispatch decision: During the event, why wasn't request 6 carpooled at epoch 6?
Q0406_p2	In operational terms, during the event, why wasn't request 6 carpooled at epoch 6?
Q0406_p3	What is the reason behind this: During the event, why wasn't request 6 carpooled at epoch 6?
Q0406_p4	Could you clarify the dispatch rationale here: During the event, why wasn't request 6 carpooled at epoch 6?
Q0411	At epoch 7 during the event, why was request 7 put into a carpool?
Q0411_p1	Can you explain this dispatch decision: At epoch 7 during the event, why was request 7 put into a carpool?
Q0411_p2	In operational terms, at epoch 7 during the event, why was request 7 put into a carpool?
Q0411_p3	What is the reason behind this: At epoch 7 during the event, why was request 7 put into a carpool?
Q0411_p4	Could you clarify the dispatch rationale here: At epoch 7 during the event, why was request 7 put into a carpool?
Q0416	Why did the dispatcher avoid pooling request 8 at epoch 8 during the concert traffic?
Q0416_p1	Can you explain this dispatch decision: Why did the dispatcher avoid pooling request 8 at epoch 8 during the concert traffic?
Q0416_p2	In operational terms, why did the dispatcher avoid pooling request 8 at epoch 8 during the concert traffic?
Q0416_p3	What is the reason behind this: Why did the dispatcher avoid pooling request 8 at epoch 8 during the concert traffic?
Q0416_p4	Could you clarify the dispatch rationale here: Why did the dispatcher avoid pooling request 8 at epoch 8 during the concert traffic?
Q1516	During the event at epoch 9, why was request 9 carpooled?
Q1516_p1	Can you explain this dispatch decision: During the event at epoch 9, why was request 9 carpooled?
Q1516_p2	In operational terms, during the event at epoch 9, why was request 9 carpooled?
Q1516_p3	What is the reason behind this: During the event at epoch 9, why was request 9 carpooled?
Q1516_p4	Could you clarify the dispatch rationale here: During the event at epoch 9, why was request 9 carpooled?
Q1521	With the event on at epoch 10, why wasn't request 10 carpooled?
Q1521_p1	Can you explain this dispatch decision: With the event on at epoch 10, why wasn't request 10 carpooled?
Q1521_p2	In operational terms, with the event on at epoch 10, why wasn't request 10 carpooled?
Q1521_p3	What is the reason behind this: With the event on at epoch 10, why wasn't request 10 carpooled?
Q1521_p4	Could you clarify the dispatch rationale here: With the event on at epoch 10, why wasn't request 10 carpooled?
Q0461	After the accident, when does the dispatcher stop being overly pessimistic?
Q0461_p1	Can you explain this dispatch decision: After the accident, when does the dispatcher stop being overly pessimistic?
Q0461_p2	In operational terms, after the accident, when does the dispatcher stop being overly pessimistic?
Q0461_p3	What is the reason behind this: After the accident, when does the dispatcher stop being overly pessimistic?
Q0461_p4	Could you clarify the dispatch rationale here: After the accident, when does the dispatcher stop being overly pessimistic?
Q0466	At what epoch after the accident does the system re-calibrate away from over-caution?
Q0466_p1	Can you explain this dispatch decision: At what epoch after the accident does the system re-calibrate away from over-caution?
Q0466_p2	In operational terms, at what epoch after the accident does the system re-calibrate away from over-caution?
Q0466_p3	What is the reason behind this: At what epoch after the accident does the system re-calibrate away from over-caution?
Q0466_p4	Could you clarify the dispatch rationale here: At what epoch after the accident does the system re-calibrate away from over-caution?
Q0471	Once the accident happened, when does the dispatcher stop being too cautious?
Q0471_p1	Can you explain this dispatch decision: Once the accident happened, when does the dispatcher stop being too cautious?
Q0471_p2	In operational terms, once the accident happened, when does the dispatcher stop being too cautious?
Q0471_p3	What is the reason behind this: Once the accident happened, when does the dispatcher stop being too cautious?
Q0471_p4	Could you clarify the dispatch rationale here: Once the accident happened, when does the dispatcher stop being too cautious?
Q0476	When does the dispatcher stop being too pessimistic after travel times change?
Q0476_p1	Can you explain this dispatch decision: When does the dispatcher stop being too pessimistic after travel times change?
Q0476_p2	In operational terms, when does the dispatcher stop being too pessimistic after travel times change?
Q0476_p3	What is the reason behind this: When does the dispatcher stop being too pessimistic after travel times change?
Q0476_p4	Could you clarify the dispatch rationale here: When does the dispatcher stop being too pessimistic after travel times change?
Q0481	Post-accident, at what epoch does the system regain confidence?
Q0481_p1	Can you explain this dispatch decision: Post-accident, at what epoch does the system regain confidence?
Q0481_p2	In operational terms, post-accident, at what epoch does the system regain confidence?
Q0481_p3	What is the reason behind this: Post-accident, at what epoch does the system regain confidence?
Q0481_p4	Could you clarify the dispatch rationale here: Post-accident, at what epoch does the system regain confidence?
Q0486	After the accident, when does the dispatcher stop over-hedging?
Q0486_p1	Can you explain this dispatch decision: After the accident, when does the dispatcher stop over-hedging?
Q0486_p2	In operational terms, after the accident, when does the dispatcher stop over-hedging?
Q0486_p3	What is the reason behind this: After the accident, when does the dispatcher stop over-hedging?
Q0486_p4	Could you clarify the dispatch rationale here: After the accident, when does the dispatcher stop over-hedging?
Q0491	After the crash, when does the dispatcher's over-conservatism resolve?
Q0491_p1	Can you explain this dispatch decision: After the crash, when does the dispatcher's over-conservatism resolve?
Q0491_p2	In operational terms, after the crash, when does the dispatcher's over-conservatism resolve?
Q0491_p3	What is the reason behind this: After the crash, when does the dispatcher's over-conservatism resolve?
Q0491_p4	Could you clarify the dispatch rationale here: After the crash, when does the dispatcher's over-conservatism resolve?
Q0496	At what epoch after the accident does the dispatcher's over-pessimism end?
Q0496_p1	Can you explain this dispatch decision: At what epoch after the accident does the dispatcher's over-pessimism end?
Q0496_p2	In operational terms, at what epoch after the accident does the dispatcher's over-pessimism end?
Q0496_p3	What is the reason behind this: At what epoch after the accident does the dispatcher's over-pessimism end?
Q0496_p4	Could you clarify the dispatch rationale here: At what epoch after the accident does the dispatcher's over-pessimism end?
Q1386	After the accident, when does the dispatcher start being confident again?
Q1386_p1	Can you explain this dispatch decision: After the accident, when does the dispatcher start being confident again?
Q1386_p2	In operational terms, after the accident, when does the dispatcher start being confident again?
Q1386_p3	What is the reason behind this: After the accident, when does the dispatcher start being confident again?
Q1386_p4	Could you clarify the dispatch rationale here: After the accident, when does the dispatcher start being confident again?
Q1526	After the accident, at what epoch does the dispatcher return to normal?
Q1526_p1	Can you explain this dispatch decision: After the accident, at what epoch does the dispatcher return to normal?
Q1526_p2	In operational terms, after the accident, at what epoch does the dispatcher return to normal?
Q1526_p3	What is the reason behind this: After the accident, at what epoch does the dispatcher return to normal?
Q1526_p4	Could you clarify the dispatch rationale here: After the accident, at what epoch does the dispatcher return to normal?
Q0421	At what epoch does the dispatcher stop being overly pessimistic?
Q0421_p1	Can you explain this dispatch decision: At what epoch does the dispatcher stop being overly pessimistic?
Q0421_p2	In operational terms, at what epoch does the dispatcher stop being overly pessimistic?
Q0421_p3	What is the reason behind this: At what epoch does the dispatcher stop being overly pessimistic?
Q0421_p4	Could you clarify the dispatch rationale here: At what epoch does the dispatcher stop being overly pessimistic?
Q0426	When does the dispatcher stop being overly cautious in its estimates?
Q0426_p1	Can you explain this dispatch decision: When does the dispatcher stop being overly cautious in its estimates?
Q0426_p2	In operational terms, when does the dispatcher stop being overly cautious in its estimates?
Q0426_p3	What is the reason behind this: When does the dispatcher stop being overly cautious in its estimates?
Q0426_p4	Could you clarify the dispatch rationale here: When does the dispatcher stop being overly cautious in its estimates?
Q0431	At what point does the dispatcher start making more optimistic assignments?
Q0431_p1	Can you explain this dispatch decision: At what point does the dispatcher start making more optimistic assignments?
Q0431_p2	In operational terms, at what point does the dispatcher start making more optimistic assignments?
Q0431_p3	What is the reason behind this: At what point does the dispatcher start making more optimistic assignments?
Q0431_p4	Could you clarify the dispatch rationale here: At what point does the dispatcher start making more optimistic assignments?
Q0436	At what epoch does the dispatcher start behaving less conservatively?
Q0436_p1	Can you explain this dispatch decision: At what epoch does the dispatcher start behaving less conservatively?
Q0436_p2	In operational terms, at what epoch does the dispatcher start behaving less conservatively?
Q0436_p3	What is the reason behind this: At what epoch does the dispatcher start behaving less conservatively?
Q0436_p4	Could you clarify the dispatch rationale here: At what epoch does the dispatcher start behaving less conservatively?
Q0441	When in the run does the dispatcher calm down from its overly pessimistic behavior?
Q0441_p1	Can you explain this dispatch decision: When in the run does the dispatcher calm down from its overly pessimistic behavior?
Q0441_p2	In operational terms, when in the run does the dispatcher calm down from its overly pessimistic behavior?
Q0441_p3	What is the reason behind this: When in the run does the dispatcher calm down from its overly pessimistic behavior?
Q0441_p4	Could you clarify the dispatch rationale here: When in the run does the dispatcher calm down from its overly pessimistic behavior?
Q0446	When does the dispatcher start making the kind of assignments we'd expect?
Q0446_p1	Can you explain this dispatch decision: When does the dispatcher start making the kind of assignments we'd expect?
Q0446_p2	In operational terms, when does the dispatcher start making the kind of assignments we'd expect?
Q0446_p3	What is the reason behind this: When does the dispatcher start making the kind of assignments we'd expect?
Q0446_p4	Could you clarify the dispatch rationale here: When does the dispatcher start making the kind of assignments we'd expect?
Q0451	At what epoch does the dispatcher stop over-avoiding risk?
Q0451_p1	Can you explain this dispatch decision: At what epoch does the dispatcher stop over-avoiding risk?
Q0451_p2	In operational terms, at what epoch does the dispatcher stop over-avoiding risk?
Q0451_p3	What is the reason behind this: At what epoch does the dispatcher stop over-avoiding risk?
Q0451_p4	Could you clarify the dispatch rationale here: At what epoch does the dispatcher stop over-avoiding risk?
Q0456	Under current traffic, when does the dispatcher stop being overly pessimistic?
Q0456_p1	Can you explain this dispatch decision: Under current traffic, when does the dispatcher stop being overly pessimistic?
Q0456_p2	In operational terms, under current traffic, when does the dispatcher stop being overly pessimistic?
Q0456_p3	What is the reason behind this: Under current traffic, when does the dispatcher stop being overly pessimistic?
Q0456_p4	Could you clarify the dispatch rationale here: Under current traffic, when does the dispatcher stop being overly pessimistic?
Q1531	When does the dispatcher stop being overly cautious about its estimates?
Q1531_p1	Can you explain this dispatch decision: When does the dispatcher stop being overly cautious about its estimates?
Q1531_p2	In operational terms, when does the dispatcher stop being overly cautious about its estimates?
Q1531_p3	What is the reason behind this: When does the dispatcher stop being overly cautious about its estimates?
Q1531_p4	Could you clarify the dispatch rationale here: When does the dispatcher stop being overly cautious about its estimates?
Q1536	At what point does the dispatcher stop overestimating risk?
Q1536_p1	Can you explain this dispatch decision: At what point does the dispatcher stop overestimating risk?
Q1536_p2	In operational terms, at what point does the dispatcher stop overestimating risk?
Q1536_p3	What is the reason behind this: At what point does the dispatcher stop overestimating risk?
Q1536_p4	Could you clarify the dispatch rationale here: At what point does the dispatcher stop overestimating risk?
Q0501	During the event, when does the dispatcher stop being overly pessimistic?
Q0501_p1	Can you explain this dispatch decision: During the event, when does the dispatcher stop being overly pessimistic?
Q0501_p2	In operational terms, during the event, when does the dispatcher stop being overly pessimistic?
Q0501_p3	What is the reason behind this: During the event, when does the dispatcher stop being overly pessimistic?
Q0501_p4	Could you clarify the dispatch rationale here: During the event, when does the dispatcher stop being overly pessimistic?
Q0506	After the event starts, when does the dispatcher stop over-avoiding risk?
Q0506_p1	Can you explain this dispatch decision: After the event starts, when does the dispatcher stop over-avoiding risk?
Q0506_p2	In operational terms, after the event starts, when does the dispatcher stop over-avoiding risk?
Q0506_p3	What is the reason behind this: After the event starts, when does the dispatcher stop over-avoiding risk?
Q0506_p4	Could you clarify the dispatch rationale here: After the event starts, when does the dispatcher stop over-avoiding risk?
Q0511	At what epoch during the event does the dispatcher's pessimism resolve?
Q0511_p1	Can you explain this dispatch decision: At what epoch during the event does the dispatcher's pessimism resolve?
Q0511_p2	In operational terms, at what epoch during the event does the dispatcher's pessimism resolve?
Q0511_p3	What is the reason behind this: At what epoch during the event does the dispatcher's pessimism resolve?
Q0511_p4	Could you clarify the dispatch rationale here: At what epoch during the event does the dispatcher's pessimism resolve?
Q0516	Once the concert started, when does the dispatcher calm down?
Q0516_p1	Can you explain this dispatch decision: Once the concert started, when does the dispatcher calm down?
Q0516_p2	In operational terms, once the concert started, when does the dispatcher calm down?
Q0516_p3	What is the reason behind this: Once the concert started, when does the dispatcher calm down?
Q0516_p4	Could you clarify the dispatch rationale here: Once the concert started, when does the dispatcher calm down?
Q0521	During the event, at what epoch does the dispatcher recalibrate?
Q0521_p1	Can you explain this dispatch decision: During the event, at what epoch does the dispatcher recalibrate?
Q0521_p2	In operational terms, during the event, at what epoch does the dispatcher recalibrate?
Q0521_p3	What is the reason behind this: During the event, at what epoch does the dispatcher recalibrate?
Q0521_p4	Could you clarify the dispatch rationale here: During the event, at what epoch does the dispatcher recalibrate?
Q0526	When does the system stop being overly pessimistic after event-induced congestion?
Q0526_p1	Can you explain this dispatch decision: When does the system stop being overly pessimistic after event-induced congestion?
Q0526_p2	In operational terms, when does the system stop being overly pessimistic after event-induced congestion?
Q0526_p3	What is the reason behind this: When does the system stop being overly pessimistic after event-induced congestion?
Q0526_p4	Could you clarify the dispatch rationale here: When does the system stop being overly pessimistic after event-induced congestion?
Q0531	When does the dispatcher begin behaving normally again during the event?
Q0531_p1	Can you explain this dispatch decision: When does the dispatcher begin behaving normally again during the event?
Q0531_p2	In operational terms, when does the dispatcher begin behaving normally again during the event?
Q0531_p3	What is the reason behind this: When does the dispatcher begin behaving normally again during the event?
Q0531_p4	Could you clarify the dispatch rationale here: When does the dispatcher begin behaving normally again during the event?
Q0536	Under the event's congestion, when does the over-pessimism end?
Q0536_p1	Can you explain this dispatch decision: Under the event's congestion, when does the over-pessimism end?
Q0536_p2	In operational terms, under the event's congestion, when does the over-pessimism end?
Q0536_p3	What is the reason behind this: Under the event's congestion, when does the over-pessimism end?
Q0536_p4	Could you clarify the dispatch rationale here: Under the event's congestion, when does the over-pessimism end?
Q1541	During the event, at what epoch does the dispatcher recover from extra caution?
Q1541_p1	Can you explain this dispatch decision: During the event, at what epoch does the dispatcher recover from extra caution?
Q1541_p2	In operational terms, during the event, at what epoch does the dispatcher recover from extra caution?
Q1541_p3	What is the reason behind this: During the event, at what epoch does the dispatcher recover from extra caution?
Q1541_p4	Could you clarify the dispatch rationale here: During the event, at what epoch does the dispatcher recover from extra caution?
Q1546	At what epoch does the dispatcher stabilize after the event begins?
Q1546_p1	Can you explain this dispatch decision: At what epoch does the dispatcher stabilize after the event begins?
Q1546_p2	In operational terms, at what epoch does the dispatcher stabilize after the event begins?
Q1546_p3	What is the reason behind this: At what epoch does the dispatcher stabilize after the event begins?
Q1546_p4	Could you clarify the dispatch rationale here: At what epoch does the dispatcher stabilize after the event begins?
Q0581	After the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?
Q0581_p1	Can you explain this dispatch decision: After the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?
Q0581_p2	In operational terms, after the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?
Q0581_p3	What is the reason behind this: After the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?
Q0581_p4	Could you clarify the dispatch rationale here: After the accident, how confident is the dispatcher about Vehicle 4 at epoch 4?
Q0586	Given the accident, how confident is the system about Vehicle 4 at epoch 5?
Q0586_p1	Can you explain this dispatch decision: Given the accident, how confident is the system about Vehicle 4 at epoch 5?
Q0586_p2	In operational terms, given the accident, how confident is the system about Vehicle 4 at epoch 5?
Q0586_p3	What is the reason behind this: Given the accident, how confident is the system about Vehicle 4 at epoch 5?
Q0586_p4	Could you clarify the dispatch rationale here: Given the accident, how confident is the system about Vehicle 4 at epoch 5?
Q0591	At epoch 6 after the crash, how confident is the dispatcher in V0?
Q0591_p1	Can you explain this dispatch decision: At epoch 6 after the crash, how confident is the dispatcher in V0?
Q0591_p2	In operational terms, at epoch 6 after the crash, how confident is the dispatcher in V0?
Q0591_p3	What is the reason behind this: At epoch 6 after the crash, how confident is the dispatcher in V0?
Q0591_p4	Could you clarify the dispatch rationale here: At epoch 6 after the crash, how confident is the dispatcher in V0?
Q0596	Post-accident, how confident is the dispatcher about V4 at epoch 4?
Q0596_p1	Can you explain this dispatch decision: Post-accident, how confident is the dispatcher about V4 at epoch 4?
Q0596_p2	In operational terms, post-accident, how confident is the dispatcher about V4 at epoch 4?
Q0596_p3	What is the reason behind this: Post-accident, how confident is the dispatcher about V4 at epoch 4?
Q0596_p4	Could you clarify the dispatch rationale here: Post-accident, how confident is the dispatcher about V4 at epoch 4?
Q0601	How confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0601_p1	Can you explain this dispatch decision: How confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0601_p2	In operational terms, how confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0601_p3	What is the reason behind this: How confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0601_p4	Could you clarify the dispatch rationale here: How confident is the dispatcher about assigning Vehicle 4 at epoch 5 given the blockage?
Q0606	At epoch 6 after the accident, how confident is the system about V0?
Q0606_p1	Can you explain this dispatch decision: At epoch 6 after the accident, how confident is the system about V0?
Q0606_p2	In operational terms, at epoch 6 after the accident, how confident is the system about V0?
Q0606_p3	What is the reason behind this: At epoch 6 after the accident, how confident is the system about V0?
Q0606_p4	Could you clarify the dispatch rationale here: At epoch 6 after the accident, how confident is the system about V0?
Q0611	Given the accident, how sure is the dispatcher about V1 at epoch 7?
Q0611_p1	Can you explain this dispatch decision: Given the accident, how sure is the dispatcher about V1 at epoch 7?
Q0611_p2	In operational terms, given the accident, how sure is the dispatcher about V1 at epoch 7?
Q0611_p3	What is the reason behind this: Given the accident, how sure is the dispatcher about V1 at epoch 7?
Q0611_p4	Could you clarify the dispatch rationale here: Given the accident, how sure is the dispatcher about V1 at epoch 7?
Q0616	Once travel times spiked, how confident is the dispatcher about V1 at epoch 8?
Q0616_p1	Can you explain this dispatch decision: Once travel times spiked, how confident is the dispatcher about V1 at epoch 8?
Q0616_p2	In operational terms, once travel times spiked, how confident is the dispatcher about V1 at epoch 8?
Q0616_p3	What is the reason behind this: Once travel times spiked, how confident is the dispatcher about V1 at epoch 8?
Q0616_p4	Could you clarify the dispatch rationale here: Once travel times spiked, how confident is the dispatcher about V1 at epoch 8?
Q1551	After the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?
Q1551_p1	Can you explain this dispatch decision: After the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?
Q1551_p2	In operational terms, after the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?
Q1551_p3	What is the reason behind this: After the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?
Q1551_p4	Could you clarify the dispatch rationale here: After the accident, how confident is the dispatcher about assigning Vehicle 0 at epoch 9?
Q1556	After the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?
Q1556_p1	Can you explain this dispatch decision: After the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?
Q1556_p2	In operational terms, after the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?
Q1556_p3	What is the reason behind this: After the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?
Q1556_p4	Could you clarify the dispatch rationale here: After the crash, how confident is the system about its Vehicle 0 assignment at epoch 10?
Q0541	At epoch 1, how confident is the dispatcher about assigning Vehicle 4?
Q0541_p1	Can you explain this dispatch decision: At epoch 1, how confident is the dispatcher about assigning Vehicle 4?
Q0541_p2	In operational terms, at epoch 1, how confident is the dispatcher about assigning Vehicle 4?
Q0541_p3	What is the reason behind this: At epoch 1, how confident is the dispatcher about assigning Vehicle 4?
Q0541_p4	Could you clarify the dispatch rationale here: At epoch 1, how confident is the dispatcher about assigning Vehicle 4?
Q0546	At epoch 2, how confident is the system about its Vehicle 4 assignment?
Q0546_p1	Can you explain this dispatch decision: At epoch 2, how confident is the system about its Vehicle 4 assignment?
Q0546_p2	In operational terms, at epoch 2, how confident is the system about its Vehicle 4 assignment?
Q0546_p3	What is the reason behind this: At epoch 2, how confident is the system about its Vehicle 4 assignment?
Q0546_p4	Could you clarify the dispatch rationale here: At epoch 2, how confident is the system about its Vehicle 4 assignment?
Q0551	How confident is the dispatcher about Vehicle 4 at epoch 3?
Q0551_p1	Can you explain this dispatch decision: How confident is the dispatcher about Vehicle 4 at epoch 3?
Q0551_p2	In operational terms, how confident is the dispatcher about Vehicle 4 at epoch 3?
Q0551_p3	What is the reason behind this: How confident is the dispatcher about Vehicle 4 at epoch 3?
Q0551_p4	Could you clarify the dispatch rationale here: How confident is the dispatcher about Vehicle 4 at epoch 3?
Q0556	At epoch 4, how sure is the dispatcher about assigning V4?
Q0556_p1	Can you explain this dispatch decision: At epoch 4, how sure is the dispatcher about assigning V4?
Q0556_p2	In operational terms, at epoch 4, how sure is the dispatcher about assigning V4?
Q0556_p3	What is the reason behind this: At epoch 4, how sure is the dispatcher about assigning V4?
Q0556_p4	Could you clarify the dispatch rationale here: At epoch 4, how sure is the dispatcher about assigning V4?
Q0561	Under this traffic, how confident is the dispatcher about Vehicle 0 at epoch 5?
